date,lat,lon,sst
2026-05-06,-9.000,160.000,29.552
2026-05-06,-9.000,161.000,29.890
2026-05-06,-9.000,162.000,30.166
2026-05-06,-9.000,163.000,29.992
2026-05-06,-9.000,164.000,29.755
2026-05-06,-9.000,165.000,29.892
2026-05-06,-9.000,166.000,30.189
2026-05-06,-9.000,167.000,30.237
2026-05-06,-9.000,168.000,29.829
2026-05-06,-9.000,169.000,29.742
2026-05-06,-9.000,170.000,29.691
2026-05-06,-9.000,171.000,29.726
2026-05-06,-9.000,172.000,30.109
2026-05-06,-9.000,173.000,30.117
2026-05-06,-9.000,174.000,30.168
2026-05-06,-9.000,175.000,30.039
2026-05-06,-9.000,176.000,30.100
2026-05-06,-9.000,177.000,30.371
2026-05-06,-9.000,178.000,30.494
2026-05-06,-9.000,179.000,30.631
2026-05-06,-9.000,180.000,30.528
2026-05-06,-8.000,39.000,29.110
2026-05-06,-8.000,40.000,29.049
2026-05-06,-8.000,41.000,28.930
2026-05-06,-8.000,42.000,29.229
2026-05-06,-8.000,43.000,29.144
2026-05-06,-8.000,44.000,29.014
2026-05-06,-8.000,45.000,28.996
2026-05-06,-8.000,46.000,29.132
2026-05-06,-8.000,47.000,29.081
2026-05-06,-8.000,48.000,28.907
2026-05-06,-8.000,49.000,29.012
2026-05-06,-8.000,50.000,28.749
2026-05-06,-8.000,51.000,28.253
2026-05-06,-8.000,52.000,28.481
2026-05-06,-8.000,53.000,28.315
2026-05-06,-8.000,54.000,28.372
2026-05-06,-8.000,55.000,28.564
2026-05-06,-8.000,56.000,28.913
2026-05-06,-8.000,57.000,29.234
2026-05-06,-8.000,58.000,29.377
2026-05-06,-8.000,59.000,29.675
2026-05-06,-8.000,60.000,29.884
2026-05-06,-8.000,61.000,29.846
2026-05-06,-8.000,62.000,29.725
2026-05-06,-8.000,63.000,29.631
2026-05-06,-8.000,64.000,29.706
2026-05-06,-8.000,65.000,29.727
2026-05-06,-8.000,66.000,29.634
2026-05-06,-8.000,67.000,29.397
2026-05-06,-8.000,68.000,29.281
2026-05-06,-8.000,69.000,29.581
2026-05-06,-8.000,70.000,29.730
2026-05-06,-8.000,71.000,29.812
2026-05-06,-8.000,72.000,29.763
2026-05-06,-8.000,73.000,29.662
2026-05-06,-8.000,74.000,29.629
2026-05-06,-8.000,75.000,29.889
2026-05-06,-8.000,76.000,29.693
2026-05-06,-8.000,77.000,29.204
2026-05-06,-8.000,78.000,29.134
2026-05-06,-8.000,79.000,29.387
2026-05-06,-8.000,80.000,29.508
2026-05-06,-8.000,81.000,29.291
2026-05-06,-8.000,82.000,29.336
2026-05-06,-8.000,83.000,29.338
2026-05-06,-8.000,84.000,29.364
2026-05-06,-8.000,85.000,29.358
2026-05-06,-8.000,86.000,29.469
2026-05-06,-8.000,87.000,29.703
2026-05-06,-8.000,88.000,29.511
2026-05-06,-8.000,89.000,29.216
2026-05-06,-8.000,90.000,30.008
2026-05-06,-8.000,91.000,29.875
2026-05-06,-8.000,92.000,29.765
2026-05-06,-8.000,93.000,29.618
2026-05-06,-8.000,94.000,29.504
2026-05-06,-8.000,95.000,29.762
2026-05-06,-8.000,96.000,29.929
2026-05-06,-8.000,97.000,29.870
2026-05-06,-8.000,98.000,29.708
2026-05-06,-8.000,99.000,29.596
2026-05-06,-8.000,100.000,29.636
2026-05-06,-8.000,101.000,29.709
2026-05-06,-8.000,102.000,29.716
2026-05-06,-8.000,103.000,29.755
2026-05-06,-8.000,104.000,29.852
2026-05-06,-8.000,105.000,29.726
2026-05-06,-8.000,106.000,29.484
2026-05-06,-8.000,107.000,29.443
2026-05-06,-8.000,108.000,29.250
2026-05-06,-8.000,109.000,29.158
2026-05-06,-8.000,110.000,28.885
2026-05-06,-8.000,111.000,28.512
2026-05-06,-8.000,112.000,28.330
2026-05-06,-8.000,113.000,29.125
2026-05-06,-8.000,114.000,29.577
2026-05-06,-8.000,115.000,29.687
2026-05-06,-8.000,116.000,29.904
2026-05-06,-8.000,117.000,29.847
2026-05-06,-8.000,118.000,29.722
2026-05-06,-8.000,119.000,29.585
2026-05-06,-8.000,120.000,29.818
2026-05-06,-8.000,121.000,29.494
2026-05-06,-8.000,122.000,29.489
2026-05-06,-8.000,123.000,29.558
2026-05-06,-8.000,124.000,29.441
2026-05-06,-8.000,125.000,29.417
2026-05-06,-8.000,126.000,29.092
2026-05-06,-8.000,127.000,28.743
2026-05-06,-8.000,128.000,28.685
2026-05-06,-8.000,129.000,28.771
2026-05-06,-8.000,130.000,28.789
2026-05-06,-8.000,131.000,28.631
2026-05-06,-8.000,132.000,28.519
2026-05-06,-8.000,133.000,28.382
2026-05-06,-8.000,134.000,28.372
2026-05-06,-8.000,135.000,28.383
2026-05-06,-8.000,136.000,28.254
2026-05-06,-8.000,137.000,28.460
2026-05-06,-8.000,138.000,28.368
2026-05-06,-8.000,139.000,28.308
2026-05-06,-8.000,140.000,28.296
2026-05-06,-8.000,144.000,27.856
2026-05-06,-8.000,145.000,28.062
2026-05-06,-8.000,146.000,28.602
2026-05-06,-8.000,148.000,29.002
2026-05-06,-8.000,149.000,29.132
2026-05-06,-8.000,150.000,28.883
2026-05-06,-8.000,151.000,28.406
2026-05-06,-8.000,152.000,28.825
2026-05-06,-8.000,153.000,29.082
2026-05-06,-8.000,154.000,29.158
2026-05-06,-8.000,155.000,29.288
2026-05-06,-8.000,156.000,29.384
